mean_test_score,params
0.8440860215053764,"{'max_depth': 21, 'min_samples_split': 6, 'n_estimators': 366}"
0.8440860215053764,"{'max_depth': 21, 'min_samples_split': 6, 'n_estimators': 406}"
0.8440860215053764,"{'max_depth': 21, 'min_samples_split': 6, 'n_estimators': 445}"
0.8397615708274895,"{'max_depth': 21, 'min_samples_split': 6, 'n_estimators': 485}"
0.8440860215053764,"{'max_depth': 21, 'min_samples_split': 6, 'n_estimators': 525}"
0.8462599345488547,"{'max_depth': 21, 'min_samples_split': 6, 'n_estimators': 564}"
0.8419121084618981,"{'max_depth': 21, 'min_samples_split': 6, 'n_estimators': 604}"
0.8440860215053764,"{'max_depth': 21, 'min_samples_split': 6, 'n_estimators': 643}"
0.8462599345488545,"{'max_depth': 21, 'min_samples_split': 6, 'n_estimators': 683}"
0.8462599345488545,"{'max_depth': 21, 'min_samples_split': 6, 'n_estimators': 722}"
0.8462599345488545,"{'max_depth': 21, 'min_samples_split': 6, 'n_estimators': 762}"
0.844109396914446,"{'max_depth': 21, 'min_samples_split': 6, 'n_estimators': 802}"
0.8419354838709678,"{'max_depth': 21, 'min_samples_split': 6, 'n_estimators': 841}"
0.8419354838709678,"{'max_depth': 21, 'min_samples_split': 6, 'n_estimators': 881}"
0.844109396914446,"{'max_depth': 21, 'min_samples_split': 6, 'n_estimators': 920}"
0.8397615708274895,"{'max_depth': 21, 'min_samples_split': 6, 'n_estimators': 960}"
0.844109396914446,"{'max_depth': 21, 'min_samples_split': 6, 'n_estimators': 1000}"
0.8331697054698456,"{'max_depth': 21, 'min_samples_split': 7, 'n_estimators': 50}"
0.8375642823749416,"{'max_depth': 21, 'min_samples_split': 7, 'n_estimators': 89}"
0.8353903693314633,"{'max_depth': 21, 'min_samples_split': 7, 'n_estimators': 129}"
0.833216456287985,"{'max_depth': 21, 'min_samples_split': 7, 'n_estimators': 168}"
0.8310659186535766,"{'max_depth': 21, 'min_samples_split': 7, 'n_estimators': 208}"
0.8332398316970547,"{'max_depth': 21, 'min_samples_split': 7, 'n_estimators': 247}"
0.8375642823749416,"{'max_depth': 21, 'min_samples_split': 7, 'n_estimators': 287}"
0.8375642823749416,"{'max_depth': 21, 'min_samples_split': 7, 'n_estimators': 327}"
0.8418887330528284,"{'max_depth': 21, 'min_samples_split': 7, 'n_estimators': 366}"
0.8418887330528284,"{'max_depth': 21, 'min_samples_split': 7, 'n_estimators': 406}"
0.846236559139785,"{'max_depth': 21, 'min_samples_split': 7, 'n_estimators': 445}"
0.8462365591397848,"{'max_depth': 21, 'min_samples_split': 7, 'n_estimators': 485}"
0.8484104721832632,"{'max_depth': 21, 'min_samples_split': 7, 'n_estimators': 525}"
0.846236559139785,"{'max_depth': 21, 'min_samples_split': 7, 'n_estimators': 564}"
0.846236559139785,"{'max_depth': 21, 'min_samples_split': 7, 'n_estimators': 604}"
0.846236559139785,"{'max_depth': 21, 'min_samples_split': 7, 'n_estimators': 643}"
0.8505843852267414,"{'max_depth': 21, 'min_samples_split': 7, 'n_estimators': 683}"
0.8484104721832632,"{'max_depth': 21, 'min_samples_split': 7, 'n_estimators': 722}"
0.846236559139785,"{'max_depth': 21, 'min_samples_split': 7, 'n_estimators': 762}"
0.8484104721832632,"{'max_depth': 21, 'min_samples_split': 7, 'n_estimators': 802}"
0.846236559139785,"{'max_depth': 21, 'min_samples_split': 7, 'n_estimators': 841}"
0.8440860215053764,"{'max_depth': 21, 'min_samples_split': 7, 'n_estimators': 881}"
0.8440860215053764,"{'max_depth': 21, 'min_samples_split': 7, 'n_estimators': 920}"
0.8419121084618981,"{'max_depth': 21, 'min_samples_split': 7, 'n_estimators': 960}"
0.8440626460963067,"{'max_depth': 21, 'min_samples_split': 7, 'n_estimators': 1000}"
0.8266947171575503,"{'max_depth': 21, 'min_samples_split': 8, 'n_estimators': 50}"
0.8310659186535764,"{'max_depth': 21, 'min_samples_split': 8, 'n_estimators': 89}"
0.8375409069658719,"{'max_depth': 21, 'min_samples_split': 8, 'n_estimators': 129}"
0.8353903693314633,"{'max_depth': 21, 'min_samples_split': 8, 'n_estimators': 168}"
0.8310659186535764,"{'max_depth': 21, 'min_samples_split': 8, 'n_estimators': 208}"
0.8332398316970547,"{'max_depth': 21, 'min_samples_split': 8, 'n_estimators': 247}"
0.8418887330528285,"{'max_depth': 21, 'min_samples_split': 8, 'n_estimators': 287}"
0.8419121084618982,"{'max_depth': 21, 'min_samples_split': 8, 'n_estimators': 327}"
0.8440626460963067,"{'max_depth': 21, 'min_samples_split': 8, 'n_estimators': 366}"
0.8418887330528285,"{'max_depth': 21, 'min_samples_split': 8, 'n_estimators': 406}"
0.8418887330528285,"{'max_depth': 21, 'min_samples_split': 8, 'n_estimators': 445}"
0.8462131837307154,"{'max_depth': 21, 'min_samples_split': 8, 'n_estimators': 485}"
0.83971482000935,"{'max_depth': 21, 'min_samples_split': 8, 'n_estimators': 525}"
0.8375409069658719,"{'max_depth': 21, 'min_samples_split': 8, 'n_estimators': 564}"
0.83971482000935,"{'max_depth': 21, 'min_samples_split': 8, 'n_estimators': 604}"
0.83971482000935,"{'max_depth': 21, 'min_samples_split': 8, 'n_estimators': 643}"
0.8375642823749416,"{'max_depth': 21, 'min_samples_split': 8, 'n_estimators': 683}"
0.8375642823749416,"{'max_depth': 21, 'min_samples_split': 8, 'n_estimators': 722}"
0.8375642823749416,"{'max_depth': 21, 'min_samples_split': 8, 'n_estimators': 762}"
0.8353903693314633,"{'max_depth': 21, 'min_samples_split': 8, 'n_estimators': 802}"
0.8353903693314633,"{'max_depth': 21, 'min_samples_split': 8, 'n_estimators': 841}"
0.8375642823749416,"{'max_depth': 21, 'min_samples_split': 8, 'n_estimators': 881}"
0.8353903693314633,"{'max_depth': 21, 'min_samples_split': 8, 'n_estimators': 920}"
0.833216456287985,"{'max_depth': 21, 'min_samples_split': 8, 'n_estimators': 960}"
0.833216456287985,"{'max_depth': 21, 'min_samples_split': 8, 'n_estimators': 1000}"
0.8223468910705938,"{'max_depth': 21, 'min_samples_split': 9, 'n_estimators': 50}"
0.8202431042543245,"{'max_depth': 21, 'min_samples_split': 9, 'n_estimators': 89}"
0.8245441795231416,"{'max_depth': 21, 'min_samples_split': 9, 'n_estimators': 129}"
0.8310425432445067,"{'max_depth': 21, 'min_samples_split': 9, 'n_estimators': 168}"
0.8288920056100981,"{'max_depth': 21, 'min_samples_split': 9, 'n_estimators': 208}"
0.82671809256662,"{'max_depth': 21, 'min_samples_split': 9, 'n_estimators': 247}"
0.8353903693314633,"{'max_depth': 21, 'min_samples_split': 9, 'n_estimators': 287}"
0.8332398316970547,"{'max_depth': 21, 'min_samples_split': 9, 'n_estimators': 327}"
0.8332398316970547,"{'max_depth': 21, 'min_samples_split': 9, 'n_estimators': 366}"
0.8419121084618981,"{'max_depth': 21, 'min_samples_split': 9, 'n_estimators': 406}"
0.8397381954184198,"{'max_depth': 21, 'min_samples_split': 9, 'n_estimators': 445}"
0.8353903693314633,"{'max_depth': 21, 'min_samples_split': 9, 'n_estimators': 485}"
0.8397381954184198,"{'max_depth': 21, 'min_samples_split': 9, 'n_estimators': 525}"
0.8397381954184198,"{'max_depth': 21, 'min_samples_split': 9, 'n_estimators': 564}"
0.8397381954184198,"{'max_depth': 21, 'min_samples_split': 9, 'n_estimators': 604}"
0.8418887330528285,"{'max_depth': 21, 'min_samples_split': 9, 'n_estimators': 643}"
0.8397381954184198,"{'max_depth': 21, 'min_samples_split': 9, 'n_estimators': 683}"
0.8397381954184198,"{'max_depth': 21, 'min_samples_split': 9, 'n_estimators': 722}"
0.8375642823749416,"{'max_depth': 21, 'min_samples_split': 9, 'n_estimators': 762}"
0.8354137447405329,"{'max_depth': 21, 'min_samples_split': 9, 'n_estimators': 802}"
0.833216456287985,"{'max_depth': 21, 'min_samples_split': 9, 'n_estimators': 841}"
0.8353903693314633,"{'max_depth': 21, 'min_samples_split': 9, 'n_estimators': 881}"
0.833216456287985,"{'max_depth': 21, 'min_samples_split': 9, 'n_estimators': 920}"
0.833216456287985,"{'max_depth': 21, 'min_samples_split': 9, 'n_estimators': 960}"
0.833216456287985,"{'max_depth': 21, 'min_samples_split': 9, 'n_estimators': 1000}"
0.8136512388966807,"{'max_depth': 21, 'min_samples_split': 11, 'n_estimators': 50}"
0.8223702664796635,"{'max_depth': 21, 'min_samples_split': 11, 'n_estimators': 89}"
0.82671809256662,"{'max_depth': 21, 'min_samples_split': 11, 'n_estimators': 129}"
0.8288452547919588,"{'max_depth': 21, 'min_samples_split': 11, 'n_estimators': 168}"
0.8288686302010285,"{'max_depth': 21, 'min_samples_split': 11, 'n_estimators': 208}"
0.8266947171575503,"{'max_depth': 21, 'min_samples_split': 11, 'n_estimators': 247}"
0.8288452547919588,"{'max_depth': 21, 'min_samples_split': 11, 'n_estimators': 287}"
0.8310425432445069,"{'max_depth': 21, 'min_samples_split': 11, 'n_estimators': 327}"
0.8266947171575503,"{'max_depth': 21, 'min_samples_split': 11, 'n_estimators': 366}"
0.82671809256662,"{'max_depth': 21, 'min_samples_split': 11, 'n_estimators': 406}"
0.8288920056100982,"{'max_depth': 21, 'min_samples_split': 11, 'n_estimators': 445}"
0.8310425432445069,"{'max_depth': 21, 'min_samples_split': 11, 'n_estimators': 485}"
0.8266947171575503,"{'max_depth': 21, 'min_samples_split': 11, 'n_estimators': 525}"
0.8353903693314633,"{'max_depth': 21, 'min_samples_split': 11, 'n_estimators': 564}"
0.8353903693314633,"{'max_depth': 21, 'min_samples_split': 11, 'n_estimators': 604}"
0.8353903693314633,"{'max_depth': 21, 'min_samples_split': 11, 'n_estimators': 643}"
0.8310425432445069,"{'max_depth': 21, 'min_samples_split': 11, 'n_estimators': 683}"
0.8288686302010285,"{'max_depth': 21, 'min_samples_split': 11, 'n_estimators': 722}"
0.8310425432445069,"{'max_depth': 21, 'min_samples_split': 11, 'n_estimators': 762}"
0.8288686302010285,"{'max_depth': 21, 'min_samples_split': 11, 'n_estimators': 802}"
0.82671809256662,"{'max_depth': 21, 'min_samples_split': 11, 'n_estimators': 841}"
0.82671809256662,"{'max_depth': 21, 'min_samples_split': 11, 'n_estimators': 881}"
0.82671809256662,"{'max_depth': 21, 'min_samples_split': 11, 'n_estimators': 920}"
0.82671809256662,"{'max_depth': 21, 'min_samples_split': 11, 'n_estimators': 960}"
0.8245441795231416,"{'max_depth': 21, 'min_samples_split': 11, 'n_estimators': 1000}"
,"{'max_depth': 22, 'min_samples_split': 1, 'n_estimators': 50}"
,"{'max_depth': 22, 'min_samples_split': 1, 'n_estimators': 89}"
,"{'max_depth': 22, 'min_samples_split': 1, 'n_estimators': 129}"
,"{'max_depth': 22, 'min_samples_split': 1, 'n_estimators': 168}"
,"{'max_depth': 22, 'min_samples_split': 1, 'n_estimators': 208}"
,"{'max_depth': 22, 'min_samples_split': 1, 'n_estimators': 247}"
,"{'max_depth': 22, 'min_samples_split': 1, 'n_estimators': 287}"
,"{'max_depth': 22, 'min_samples_split': 1, 'n_estimators': 327}"
,"{'max_depth': 22, 'min_samples_split': 1, 'n_estimators': 366}"
,"{'max_depth': 22, 'min_samples_split': 1, 'n_estimators': 406}"
,"{'max_depth': 22, 'min_samples_split': 1, 'n_estimators': 445}"
,"{'max_depth': 22, 'min_samples_split': 1, 'n_estimators': 485}"
,"{'max_depth': 22, 'min_samples_split': 1, 'n_estimators': 525}"
,"{'max_depth': 22, 'min_samples_split': 1, 'n_estimators': 564}"
,"{'max_depth': 22, 'min_samples_split': 1, 'n_estimators': 604}"
,"{'max_depth': 22, 'min_samples_split': 1, 'n_estimators': 643}"
,"{'max_depth': 22, 'min_samples_split': 1, 'n_estimators': 683}"
,"{'max_depth': 22, 'min_samples_split': 1, 'n_estimators': 722}"
,"{'max_depth': 22, 'min_samples_split': 1, 'n_estimators': 762}"
,"{'max_depth': 22, 'min_samples_split': 1, 'n_estimators': 802}"
,"{'max_depth': 22, 'min_samples_split': 1, 'n_estimators': 841}"
,"{'max_depth': 22, 'min_samples_split': 1, 'n_estimators': 881}"
,"{'max_depth': 22, 'min_samples_split': 1, 'n_estimators': 920}"
,"{'max_depth': 22, 'min_samples_split': 1, 'n_estimators': 960}"
,"{'max_depth': 22, 'min_samples_split': 1, 'n_estimators': 1000}"
0.8527115474520806,"{'max_depth': 22, 'min_samples_split': 2, 'n_estimators': 50}"
0.8505610098176717,"{'max_depth': 22, 'min_samples_split': 2, 'n_estimators': 89}"
0.8527349228611503,"{'max_depth': 22, 'min_samples_split': 2, 'n_estimators': 129}"
0.8505610098176719,"{'max_depth': 22, 'min_samples_split': 2, 'n_estimators': 168}"
0.8592099111734456,"{'max_depth': 22, 'min_samples_split': 2, 'n_estimators': 208}"
0.854862085086489,"{'max_depth': 22, 'min_samples_split': 2, 'n_estimators': 247}"
0.8505376344086022,"{'max_depth': 22, 'min_samples_split': 2, 'n_estimators': 287}"
0.8483403459560541,"{'max_depth': 22, 'min_samples_split': 2, 'n_estimators': 327}"
0.8526881720430108,"{'max_depth': 22, 'min_samples_split': 2, 'n_estimators': 366}"
0.8505376344086022,"{'max_depth': 22, 'min_samples_split': 2, 'n_estimators': 406}"
0.8483637213651238,"{'max_depth': 22, 'min_samples_split': 2, 'n_estimators': 445}"
0.8483637213651238,"{'max_depth': 22, 'min_samples_split': 2, 'n_estimators': 485}"
0.8505376344086022,"{'max_depth': 22, 'min_samples_split': 2, 'n_estimators': 525}"
0.8462131837307153,"{'max_depth': 22, 'min_samples_split': 2, 'n_estimators': 564}"
0.8462131837307153,"{'max_depth': 22, 'min_samples_split': 2, 'n_estimators': 604}"
0.8484104721832632,"{'max_depth': 22, 'min_samples_split': 2, 'n_estimators': 643}"
0.846236559139785,"{'max_depth': 22, 'min_samples_split': 2, 'n_estimators': 683}"
0.8418887330528285,"{'max_depth': 22, 'min_samples_split': 2, 'n_estimators': 722}"
0.846236559139785,"{'max_depth': 22, 'min_samples_split': 2, 'n_estimators': 762}"
0.8484104721832632,"{'max_depth': 22, 'min_samples_split': 2, 'n_estimators': 802}"
0.8484104721832632,"{'max_depth': 22, 'min_samples_split': 2, 'n_estimators': 841}"
0.846236559139785,"{'max_depth': 22, 'min_samples_split': 2, 'n_estimators': 881}"
0.8527582982702198,"{'max_depth': 22, 'min_samples_split': 2, 'n_estimators': 920}"
0.8505843852267414,"{'max_depth': 22, 'min_samples_split': 2, 'n_estimators': 960}"
0.8484104721832632,"{'max_depth': 22, 'min_samples_split': 2, 'n_estimators': 1000}"
0.8549088359046284,"{'max_depth': 22, 'min_samples_split': 3, 'n_estimators': 50}"
0.867882187938289,"{'max_depth': 22, 'min_samples_split': 3, 'n_estimators': 89}"
0.8613370733987844,"{'max_depth': 22, 'min_samples_split': 3, 'n_estimators': 129}"
0.8526414212248714,"{'max_depth': 22, 'min_samples_split': 3, 'n_estimators': 168}"
0.8526180458158017,"{'max_depth': 22, 'min_samples_split': 3, 'n_estimators': 208}"
0.8548153342683499,"{'max_depth': 22, 'min_samples_split': 3, 'n_estimators': 247}"
0.8548387096774194,"{'max_depth': 22, 'min_samples_split': 3, 'n_estimators': 287}"
0.8526647966339411,"{'max_depth': 22, 'min_samples_split': 3, 'n_estimators': 327}"
0.8505142589995327,"{'max_depth': 22, 'min_samples_split': 3, 'n_estimators': 366}"
0.8548387096774194,"{'max_depth': 22, 'min_samples_split': 3, 'n_estimators': 406}"
0.8483637213651238,"{'max_depth': 22, 'min_samples_split': 3, 'n_estimators': 445}"
0.8483870967741935,"{'max_depth': 22, 'min_samples_split': 3, 'n_estimators': 485}"
0.8462131837307153,"{'max_depth': 22, 'min_samples_split': 3, 'n_estimators': 525}"
0.8440626460963067,"{'max_depth': 22, 'min_samples_split': 3, 'n_estimators': 564}"
0.8505376344086022,"{'max_depth': 22, 'min_samples_split': 3, 'n_estimators': 604}"
0.846236559139785,"{'max_depth': 22, 'min_samples_split': 3, 'n_estimators': 643}"
0.8505610098176717,"{'max_depth': 22, 'min_samples_split': 3, 'n_estimators': 683}"
0.8418887330528284,"{'max_depth': 22, 'min_samples_split': 3, 'n_estimators': 722}"
0.8418887330528284,"{'max_depth': 22, 'min_samples_split': 3, 'n_estimators': 762}"
0.846236559139785,"{'max_depth': 22, 'min_samples_split': 3, 'n_estimators': 802}"
0.8440626460963067,"{'max_depth': 22, 'min_samples_split': 3, 'n_estimators': 841}"
0.846236559139785,"{'max_depth': 22, 'min_samples_split': 3, 'n_estimators': 881}"
0.8484104721832633,"{'max_depth': 22, 'min_samples_split': 3, 'n_estimators': 920}"
0.8440626460963067,"{'max_depth': 22, 'min_samples_split': 3, 'n_estimators': 960}"
0.846236559139785,"{'max_depth': 22, 'min_samples_split': 3, 'n_estimators': 1000}"
0.8419121084618981,"{'max_depth': 22, 'min_samples_split': 4, 'n_estimators': 50}"
0.8656848994857411,"{'max_depth': 22, 'min_samples_split': 4, 'n_estimators': 89}"
0.8548387096774194,"{'max_depth': 22, 'min_samples_split': 4, 'n_estimators': 129}"
0.8548387096774194,"{'max_depth': 22, 'min_samples_split': 4, 'n_estimators': 168}"
0.8483637213651238,"{'max_depth': 22, 'min_samples_split': 4, 'n_estimators': 208}"
0.8461898083216456,"{'max_depth': 22, 'min_samples_split': 4, 'n_estimators': 247}"
0.8418653576437588,"{'max_depth': 22, 'min_samples_split': 4, 'n_estimators': 287}"
0.8461898083216457,"{'max_depth': 22, 'min_samples_split': 4, 'n_estimators': 327}"
0.8440392706872372,"{'max_depth': 22, 'min_samples_split': 4, 'n_estimators': 366}"
0.8462131837307153,"{'max_depth': 22, 'min_samples_split': 4, 'n_estimators': 406}"
0.8505610098176719,"{'max_depth': 22, 'min_samples_split': 4, 'n_estimators': 445}"
0.8505610098176717,"{'max_depth': 22, 'min_samples_split': 4, 'n_estimators': 485}"
0.8483870967741935,"{'max_depth': 22, 'min_samples_split': 4, 'n_estimators': 525}"
0.8483870967741935,"{'max_depth': 22, 'min_samples_split': 4, 'n_estimators': 564}"
0.8505610098176717,"{'max_depth': 22, 'min_samples_split': 4, 'n_estimators': 604}"
0.846236559139785,"{'max_depth': 22, 'min_samples_split': 4, 'n_estimators': 643}"
0.8484104721832633,"{'max_depth': 22, 'min_samples_split': 4, 'n_estimators': 683}"
0.8440626460963067,"{'max_depth': 22, 'min_samples_split': 4, 'n_estimators': 722}"
0.8505843852267414,"{'max_depth': 22, 'min_samples_split': 4, 'n_estimators': 762}"
0.8484104721832633,"{'max_depth': 22, 'min_samples_split': 4, 'n_estimators': 802}"
0.8505843852267414,"{'max_depth': 22, 'min_samples_split': 4, 'n_estimators': 841}"
0.8505843852267414,"{'max_depth': 22, 'min_samples_split': 4, 'n_estimators': 881}"
0.8484104721832632,"{'max_depth': 22, 'min_samples_split': 4, 'n_estimators': 920}"
0.8484104721832632,"{'max_depth': 22, 'min_samples_split': 4, 'n_estimators': 960}"
0.8505843852267414,"{'max_depth': 22, 'min_samples_split': 4, 'n_estimators': 1000}"
0.8440860215053764,"{'max_depth': 22, 'min_samples_split': 5, 'n_estimators': 50}"
0.8441327723235157,"{'max_depth': 22, 'min_samples_split': 5, 'n_estimators': 89}"
0.8462599345488545,"{'max_depth': 22, 'min_samples_split': 5, 'n_estimators': 129}"
0.8375642823749416,"{'max_depth': 22, 'min_samples_split': 5, 'n_estimators': 168}"
0.8418887330528285,"{'max_depth': 22, 'min_samples_split': 5, 'n_estimators': 208}"
0.8397615708274895,"{'max_depth': 22, 'min_samples_split': 5, 'n_estimators': 247}"
0.8375876577840113,"{'max_depth': 22, 'min_samples_split': 5, 'n_estimators': 287}"
0.844109396914446,"{'max_depth': 22, 'min_samples_split': 5, 'n_estimators': 327}"
0.8397381954184198,"{'max_depth': 22, 'min_samples_split': 5, 'n_estimators': 366}"
0.8375876577840111,"{'max_depth': 22, 'min_samples_split': 5, 'n_estimators': 406}"
0.8375642823749416,"{'max_depth': 22, 'min_samples_split': 5, 'n_estimators': 445}"
0.8419121084618981,"{'max_depth': 22, 'min_samples_split': 5, 'n_estimators': 485}"
0.8375642823749416,"{'max_depth': 22, 'min_samples_split': 5, 'n_estimators': 525}"
0.8419354838709678,"{'max_depth': 22, 'min_samples_split': 5, 'n_estimators': 564}"
0.8440860215053764,"{'max_depth': 22, 'min_samples_split': 5, 'n_estimators': 604}"
0.8440626460963067,"{'max_depth': 22, 'min_samples_split': 5, 'n_estimators': 643}"
0.8440860215053764,"{'max_depth': 22, 'min_samples_split': 5, 'n_estimators': 683}"
0.8441093969144461,"{'max_depth': 22, 'min_samples_split': 5, 'n_estimators': 722}"
0.8462599345488547,"{'max_depth': 22, 'min_samples_split': 5, 'n_estimators': 762}"
0.8462599345488547,"{'max_depth': 22, 'min_samples_split': 5, 'n_estimators': 802}"
0.8484338475923329,"{'max_depth': 22, 'min_samples_split': 5, 'n_estimators': 841}"
0.8506077606358111,"{'max_depth': 22, 'min_samples_split': 5, 'n_estimators': 881}"
0.8527582982702198,"{'max_depth': 22, 'min_samples_split': 5, 'n_estimators': 920}"
0.8506077606358111,"{'max_depth': 22, 'min_samples_split': 5, 'n_estimators': 960}"
0.8484338475923329,"{'max_depth': 22, 'min_samples_split': 5, 'n_estimators': 1000}"
0.8397381954184198,"{'max_depth': 22, 'min_samples_split': 6, 'n_estimators': 50}"
0.8397148200093503,"{'max_depth': 22, 'min_samples_split': 6, 'n_estimators': 89}"
0.8505610098176717,"{'max_depth': 22, 'min_samples_split': 6, 'n_estimators': 129}"
0.846236559139785,"{'max_depth': 22, 'min_samples_split': 6, 'n_estimators': 168}"
0.8419121084618981,"{'max_depth': 22, 'min_samples_split': 6, 'n_estimators': 208}"
0.8419354838709678,"{'max_depth': 22, 'min_samples_split': 6, 'n_estimators': 247}"
0.8397615708274895,"{'max_depth': 22, 'min_samples_split': 6, 'n_estimators': 287}"
0.8419354838709678,"{'max_depth': 22, 'min_samples_split': 6, 'n_estimators': 327}"
0.8440860215053764,"{'max_depth': 22, 'min_samples_split': 6, 'n_estimators': 366}"
0.8440860215053764,"{'max_depth': 22, 'min_samples_split': 6, 'n_estimators': 406}"
0.8440860215053764,"{'max_depth': 22, 'min_samples_split': 6, 'n_estimators': 445}"
0.8397615708274895,"{'max_depth': 22, 'min_samples_split': 6, 'n_estimators': 485}"
0.8440860215053764,"{'max_depth': 22, 'min_samples_split': 6, 'n_estimators': 525}"
0.8462599345488547,"{'max_depth': 22, 'min_samples_split': 6, 'n_estimators': 564}"
0.8419121084618981,"{'max_depth': 22, 'min_samples_split': 6, 'n_estimators': 604}"
0.8440860215053764,"{'max_depth': 22, 'min_samples_split': 6, 'n_estimators': 643}"
0.8462599345488545,"{'max_depth': 22, 'min_samples_split': 6, 'n_estimators': 683}"
0.8462599345488545,"{'max_depth': 22, 'min_samples_split': 6, 'n_estimators': 722}"
0.8462599345488545,"{'max_depth': 22, 'min_samples_split': 6, 'n_estimators': 762}"
0.844109396914446,"{'max_depth': 22, 'min_samples_split': 6, 'n_estimators': 802}"
0.8419354838709678,"{'max_depth': 22, 'min_samples_split': 6, 'n_estimators': 841}"
0.8419354838709678,"{'max_depth': 22, 'min_samples_split': 6, 'n_estimators': 881}"
0.844109396914446,"{'max_depth': 22, 'min_samples_split': 6, 'n_estimators': 920}"
0.8397615708274895,"{'max_depth': 22, 'min_samples_split': 6, 'n_estimators': 960}"
0.844109396914446,"{'max_depth': 22, 'min_samples_split': 6, 'n_estimators': 1000}"
0.8288218793828893,"{'max_depth': 22, 'min_samples_split': 7, 'n_estimators': 50}"
0.83971482000935,"{'max_depth': 22, 'min_samples_split': 7, 'n_estimators': 89}"
0.8353903693314633,"{'max_depth': 22, 'min_samples_split': 7, 'n_estimators': 129}"
0.833216456287985,"{'max_depth': 22, 'min_samples_split': 7, 'n_estimators': 168}"
0.8310659186535766,"{'max_depth': 22, 'min_samples_split': 7, 'n_estimators': 208}"
0.8332398316970547,"{'max_depth': 22, 'min_samples_split': 7, 'n_estimators': 247}"
0.8353903693314633,"{'max_depth': 22, 'min_samples_split': 7, 'n_estimators': 287}"
0.8375642823749416,"{'max_depth': 22, 'min_samples_split': 7, 'n_estimators': 327}"
0.8418887330528284,"{'max_depth': 22, 'min_samples_split': 7, 'n_estimators': 366}"
0.8418887330528284,"{'max_depth': 22, 'min_samples_split': 7, 'n_estimators': 406}"
0.846236559139785,"{'max_depth': 22, 'min_samples_split': 7, 'n_estimators': 445}"
0.8462365591397848,"{'max_depth': 22, 'min_samples_split': 7, 'n_estimators': 485}"
0.8484104721832632,"{'max_depth': 22, 'min_samples_split': 7, 'n_estimators': 525}"
0.846236559139785,"{'max_depth': 22, 'min_samples_split': 7, 'n_estimators': 564}"
0.846236559139785,"{'max_depth': 22, 'min_samples_split': 7, 'n_estimators': 604}"
0.846236559139785,"{'max_depth': 22, 'min_samples_split': 7, 'n_estimators': 643}"
0.8484104721832632,"{'max_depth': 22, 'min_samples_split': 7, 'n_estimators': 683}"
0.8484104721832632,"{'max_depth': 22, 'min_samples_split': 7, 'n_estimators': 722}"
0.846236559139785,"{'max_depth': 22, 'min_samples_split': 7, 'n_estimators': 762}"
0.8484104721832632,"{'max_depth': 22, 'min_samples_split': 7, 'n_estimators': 802}"
0.846236559139785,"{'max_depth': 22, 'min_samples_split': 7, 'n_estimators': 841}"
0.8440860215053764,"{'max_depth': 22, 'min_samples_split': 7, 'n_estimators': 881}"
0.8440860215053764,"{'max_depth': 22, 'min_samples_split': 7, 'n_estimators': 920}"
0.8419121084618981,"{'max_depth': 22, 'min_samples_split': 7, 'n_estimators': 960}"
0.8440626460963067,"{'max_depth': 22, 'min_samples_split': 7, 'n_estimators': 1000}"
0.8266947171575503,"{'max_depth': 22, 'min_samples_split': 8, 'n_estimators': 50}"
0.8310659186535764,"{'max_depth': 22, 'min_samples_split': 8, 'n_estimators': 89}"
0.8375409069658719,"{'max_depth': 22, 'min_samples_split': 8, 'n_estimators': 129}"
0.8353903693314633,"{'max_depth': 22, 'min_samples_split': 8, 'n_estimators': 168}"
0.8310659186535764,"{'max_depth': 22, 'min_samples_split': 8, 'n_estimators': 208}"
0.8332398316970547,"{'max_depth': 22, 'min_samples_split': 8, 'n_estimators': 247}"
0.8418887330528285,"{'max_depth': 22, 'min_samples_split': 8, 'n_estimators': 287}"
0.8419121084618982,"{'max_depth': 22, 'min_samples_split': 8, 'n_estimators': 327}"
0.8440626460963067,"{'max_depth': 22, 'min_samples_split': 8, 'n_estimators': 366}"
0.8418887330528285,"{'max_depth': 22, 'min_samples_split': 8, 'n_estimators': 406}"
0.8418887330528285,"{'max_depth': 22, 'min_samples_split': 8, 'n_estimators': 445}"
0.8462131837307154,"{'max_depth': 22, 'min_samples_split': 8, 'n_estimators': 485}"
0.83971482000935,"{'max_depth': 22, 'min_samples_split': 8, 'n_estimators': 525}"
0.8375409069658719,"{'max_depth': 22, 'min_samples_split': 8, 'n_estimators': 564}"
0.83971482000935,"{'max_depth': 22, 'min_samples_split': 8, 'n_estimators': 604}"
0.83971482000935,"{'max_depth': 22, 'min_samples_split': 8, 'n_estimators': 643}"
0.8375642823749416,"{'max_depth': 22, 'min_samples_split': 8, 'n_estimators': 683}"
0.8375642823749416,"{'max_depth': 22, 'min_samples_split': 8, 'n_estimators': 722}"
0.8375642823749416,"{'max_depth': 22, 'min_samples_split': 8, 'n_estimators': 762}"
0.8353903693314633,"{'max_depth': 22, 'min_samples_split': 8, 'n_estimators': 802}"
0.8353903693314633,"{'max_depth': 22, 'min_samples_split': 8, 'n_estimators': 841}"
0.8375642823749416,"{'max_depth': 22, 'min_samples_split': 8, 'n_estimators': 881}"
0.8353903693314633,"{'max_depth': 22, 'min_samples_split': 8, 'n_estimators': 920}"
0.8353903693314633,"{'max_depth': 22, 'min_samples_split': 8, 'n_estimators': 960}"
